id_pagamento,id_fatura,id_cliente,dt_pagamento,valor_pagamento
3667,7352,473,2023-04-11,890.28
3668,7357,473,2023-09-21,1383.7
3669,7358,473,2023-10-08,2277.07
3670,7363,473,2024-08-05,2138.08
3671,7367,474,2023-04-11,3759.84
3672,7368,474,2023-05-06,4338.33
3673,7370,474,2023-07-02,2188.02
3674,7372,474,2023-09-11,4587.87
3675,7373,474,2023-10-10,2436.86
3676,7374,474,2024-01-10,840.03
3677,7375,474,2024-03-11,2092.75
3678,7385,475,2023-08-12,929.62
3679,7386,475,2023-09-08,4420.11
3680,7387,475,2023-10-06,3315.25
3681,7391,476,2023-02-15,1003.27
3682,7392,476,2023-03-09,1101.4
3683,7396,476,2023-07-04,2537.95
3684,7400,476,2023-11-20,3356.62
3685,7401,476,2024-01-11,697.78
3686,7402,476,2024-02-11,4766.12
3687,7403,476,2024-03-20,1948.33
3688,7404,476,2024-05-08,1191.6
3689,7405,476,2024-09-09,1823.86
3690,7407,477,2023-02-12,2719.57
3691,7409,477,2023-04-17,935.51
3692,7410,477,2023-05-17,1293.58
3693,7411,477,2023-06-13,2662.06
3694,7418,477,2024-01-02,982.78
3695,7419,477,2024-02-02,2665.06
3696,7420,477,2024-07-06,3261.33
3697,7423,478,2023-03-20,3946.3
3698,7426,478,2023-06-12,4610.33
3699,7427,478,2023-07-16,4003.08
3700,7428,478,2023-08-09,1791.03
3701,7429,478,2023-09-10,404.7
3702,7430,478,2023-10-14,1379.14
3703,7431,478,2023-12-14,372.17
3704,7433,478,2024-02-03,923.67
3705,7435,478,2024-06-15,3657.07
3706,7437,478,2024-09-07,4754.92
3707,7438,479,2023-01-08,1343.1
3708,7444,479,2023-07-13,2059.02
3709,7448,479,2023-11-03,3315.6
3710,7449,479,2023-12-14,3989.45
3711,7451,479,2024-03-19,215.68
3712,7455,479,2024-07-08,2915.02
3713,7464,480,2023-08-17,4303.7
3714,7466,480,2023-10-15,2544.18
3715,7469,480,2024-07-19,1631.17
3716,7472,481,2023-02-14,1023.24
3717,7473,481,2023-03-03,3146.5
3718,7476,481,2023-06-10,683.82
3719,7477,481,2023-07-06,3950.25
3720,7478,481,2023-08-12,180.23
3721,7480,481,2023-10-20,1200.72
3722,7485,481,2024-07-11,4761.48
3723,7488,482,2023-02-18,3731.77
3724,7489,482,2023-03-15,4550.69
3725,7491,482,2023-05-10,3792.27
3726,7492,482,2023-06-17,4902.56
3727,7493,482,2023-07-21,4138.99
3728,7494,482,2023-08-16,4989.72
3729,7495,482,2023-09-15,1124.68
3730,7496,482,2023-10-06,4042.08
3731,7500,482,2024-05-15,1471.62
3732,7501,482,2024-07-02,907.42
3733,7504,483,2023-01-02,4690.98
3734,7505,483,2023-02-08,2922.58
3735,7507,483,2023-04-16,2300.9
3736,7515,483,2024-02-15,1420.02
3737,7517,483,2024-05-21,3315.42
3738,7519,483,2024-07-19,1638.77
3739,7520,483,2024-08-06,4543.73
3740,7521,484,2023-01-11,2630.65
3741,7523,484,2023-03-10,1512.49
3742,7524,484,2023-04-02,3716.24
3743,7525,484,2023-05-09,1635.63
3744,7526,484,2023-06-08,3712.45
3745,7528,484,2023-08-19,1426.98
3746,7529,484,2023-09-15,3874.97
3747,7530,484,2023-10-19,1491.2
3748,7532,484,2024-01-05,3370.26
3749,7533,485,2023-01-19,2448.25
3750,7534,485,2023-02-07,1613.77
3751,7535,485,2023-03-08,3428.7
3752,7539,485,2023-07-04,44.07
3753,7540,485,2023-08-21,1210.34
3754,7541,485,2023-09-08,2187.28
3755,7542,485,2023-10-17,4536.62
3756,7543,485,2023-11-11,3682.99
3757,7544,485,2024-01-19,827.16
3758,7545,485,2024-03-03,1095.73
3759,7546,485,2024-04-04,3656.61
3760,7548,485,2024-07-20,2420.26
3761,7549,485,2024-09-07,3562.22
3762,7551,486,2023-02-15,373.9
3763,7552,486,2023-03-16,2396.35
3764,7555,486,2023-06-08,3670.92
3765,7556,486,2023-07-18,4889.0
3766,7560,486,2023-11-19,1787.63
3767,7563,486,2024-04-03,2804.44
3768,7564,486,2024-05-04,1844.4
3769,7565,486,2024-06-05,1537.92
3770,7566,486,2024-07-15,90.4
3771,7567,487,2023-01-02,4280.34
3772,7570,487,2023-04-06,2979.1
3773,7573,487,2023-07-13,1436.35
3774,7574,487,2023-08-14,2163.74
3775,7578,487,2024-03-09,4347.63
3776,7580,487,2024-08-10,2304.67
3777,7581,487,2024-09-09,3696.05
3778,7582,488,2023-01-17,1847.88
3779,7583,488,2023-02-08,2717.91
3780,7585,488,2023-04-14,900.18
3781,7586,488,2023-05-17,4954.24
3782,7587,488,2023-06-12,3813.7
3783,7588,488,2023-07-12,356.18
3784,7590,488,2023-09-08,1556.36
3785,7591,488,2023-10-11,4426.41
3786,7593,488,2023-12-08,3177.63
3787,7594,488,2024-03-07,4553.03
3788,7598,489,2023-01-12,465.1
3789,7602,489,2023-05-13,1993.55
3790,7606,489,2023-09-18,4700.35
3791,7611,489,2024-09-21,364.46
3792,7616,490,2023-05-15,166.57
3793,7617,490,2023-06-08,3931.93
3794,7619,490,2023-08-19,3204.47
3795,7621,490,2023-10-08,594.21
3796,7624,490,2024-09-18,247.33
3797,7628,491,2023-04-19,2940.31
3798,7630,491,2023-06-10,4955.15
3799,7631,491,2023-07-09,3966.81
3800,7633,491,2023-09-11,675.38
3801,7634,491,2023-10-06,3628.93
3802,7637,491,2024-06-05,588.04
3803,7638,491,2024-07-16,2422.94
3804,7639,491,2024-08-20,1312.42
3805,7641,492,2023-01-11,4509.26
3806,7642,492,2023-02-09,4853.61
3807,7643,492,2023-03-12,1490.54
3808,7644,492,2023-04-05,219.06
3809,7647,492,2023-07-04,2397.35
3810,7650,492,2023-10-02,1387.16
3811,7651,492,2023-11-19,216.47
3812,7653,492,2024-02-04,4149.16
3813,7654,492,2024-04-11,2017.74
3814,7655,492,2024-05-02,1869.22
3815,7656,492,2024-08-02,2185.96
3816,7658,493,2023-01-07,2404.21
3817,7659,493,2023-02-12,2613.6
3818,7661,493,2023-04-19,3404.16
3819,7662,493,2023-05-07,328.49
3820,7664,493,2023-07-06,1522.61
3821,7665,493,2023-08-16,3371.69
3822,7666,493,2023-09-02,2704.64
3823,7667,493,2023-10-06,4305.81
3824,7668,493,2023-12-19,3373.84
3825,7669,493,2024-01-19,4571.48
3826,7673,493,2024-08-03,347.79
3827,7674,494,2023-01-05,4517.56
3828,7675,494,2023-02-18,4795.51
3829,7677,494,2023-04-07,2953.82
3830,7679,494,2023-06-05,2143.5
3831,7681,494,2023-08-13,3236.66
3832,7683,494,2023-10-04,4129.93
3833,7684,494,2023-11-03,3439.35
3834,7686,494,2024-02-17,678.36
3835,7687,494,2024-07-13,1172.59
3836,7689,495,2023-02-07,2779.97
3837,7690,495,2023-03-12,2836.87
3838,7691,495,2023-04-06,3718.57
3839,7692,495,2023-05-12,1782.66
3840,7693,495,2023-06-15,1555.66
3841,7694,495,2023-07-11,1219.62
3842,7697,495,2023-10-16,4376.9
3843,7701,495,2024-05-11,4099.77
3844,7702,495,2024-06-13,1077.28
3845,7703,495,2024-07-17,3667.69
3846,7704,495,2024-09-16,4759.32
3847,7705,496,2023-01-16,849.25
3848,7709,496,2023-05-17,4462.47
3849,7711,496,2023-07-04,647.18
3850,7712,496,2023-08-17,4753.65
3851,7714,496,2023-10-09,3624.26
3852,7716,496,2024-04-06,53.3
3853,7717,496,2024-05-16,3429.74
3854,7723,497,2023-05-17,2419.87
3855,7725,497,2023-07-03,2912.04
3856,7726,497,2023-08-17,4057.72
3857,7728,497,2023-10-19,459.92
3858,7729,497,2023-11-08,802.57
3859,7732,497,2024-06-11,1512.72
3860,7734,497,2024-08-11,936.61
3861,7735,497,2024-09-04,1763.54
3862,7736,498,2023-01-03,2545.28
3863,7737,498,2023-02-19,3341.74
3864,7738,498,2023-03-02,1879.62
3865,7739,498,2023-04-19,1521.05
3866,7741,498,2023-06-19,3698.15
3867,7742,498,2023-07-02,2387.82
3868,7743,498,2023-08-21,2607.88
3869,7744,498,2023-09-05,1679.07
3870,7746,498,2023-12-02,89.53
3871,7747,498,2024-05-14,2896.91
3872,7748,498,2024-06-15,1454.78
3873,7750,499,2023-01-21,3469.9
3874,7753,499,2023-04-09,3133.56
3875,7754,499,2023-05-08,1442.19
3876,7755,499,2023-06-02,1472.72
3877,7756,499,2023-07-02,127.94
3878,7757,499,2023-08-21,4617.77
3879,7758,499,2023-09-17,1890.71
3880,7759,499,2023-10-16,2221.02
3881,7760,499,2023-11-21,1486.56
3882,7764,499,2024-04-03,3542.38
3883,7766,499,2024-07-06,1001.81
3884,7767,499,2024-08-02,1603.56
3885,7768,500,2023-01-09,2623.4
3886,7771,500,2023-04-11,1956.29
3887,7780,500,2024-02-02,3925.46
3888,7781,500,2024-05-09,1784.95
3889,7782,500,2024-07-02,2475.28
3890,7787,501,2023-04-15,4801.33
3891,7793,501,2023-10-15,2523.19
3892,7795,501,2024-02-18,3830.52
3893,7796,501,2024-06-06,3235.5
3894,7798,502,2023-02-03,4045.23
3895,7799,502,2023-03-07,1464.21
3896,7801,502,2023-05-18,4517.68
3897,7802,502,2023-06-12,4126.11
3898,7808,502,2024-03-17,4373.25
3899,7809,502,2024-04-18,4600.22
3900,7810,502,2024-08-16,4593.57
3901,7812,503,2023-02-20,865.37
3902,7814,503,2023-04-05,59.01
3903,7815,503,2023-05-03,74.87
3904,7817,503,2023-07-06,1428.37
3905,7818,503,2023-08-12,2901.73
3906,7819,503,2023-09-18,4909.62
3907,7820,503,2023-10-18,4122.7
3908,7821,503,2023-12-04,3725.69
3909,7822,503,2024-01-13,1859.21
3910,7825,503,2024-05-20,2477.07
3911,7831,504,2023-06-05,3798.05
3912,7832,504,2023-07-06,1289.1
3913,7833,504,2023-08-11,4999.46
3914,7834,504,2023-09-03,1386.99
3915,7836,504,2023-11-06,4876.95
3916,7839,504,2024-04-02,1319.59
3917,7841,504,2024-09-05,175.24
3918,7843,505,2023-02-17,2725.97
3919,7847,505,2023-06-18,1957.73
3920,7848,505,2023-07-20,4975.73
3921,7851,505,2023-10-11,721.68
3922,7857,505,2024-09-14,2759.97
3923,7863,506,2023-06-17,4367.11
3924,7865,506,2023-08-19,3113.55
3925,7867,506,2023-10-18,1076.1
3926,7868,506,2024-02-14,1033.97
3927,7869,506,2024-03-17,1713.02
3928,7870,506,2024-04-08,2967.76
3929,7871,506,2024-05-17,4350.68
3930,7873,506,2024-08-21,3772.85
3931,7875,507,2023-02-19,1630.42
3932,7876,507,2023-03-19,285.39
3933,7878,507,2023-05-21,307.89
3934,7880,507,2023-07-19,3552.16
3935,7882,507,2023-09-09,3018.26
3936,7883,507,2023-10-17,250.6
3937,7884,507,2023-11-19,1339.48
3938,7886,507,2024-03-14,2384.28
3939,7888,507,2024-08-10,4925.64
3940,7889,507,2024-09-13,3400.5
3941,7891,508,2023-02-15,4433.56
3942,7893,508,2023-04-20,957.64
3943,7895,508,2023-06-07,2141.43
3944,7896,508,2023-07-20,2632.16
3945,7900,508,2024-01-07,3847.01
3946,7901,508,2024-03-14,967.04
3947,7904,508,2024-07-08,2177.73
3948,7905,508,2024-08-08,1739.11
3949,7906,509,2023-01-21,1360.56
3950,7909,509,2023-04-15,880.18
3951,7913,509,2023-08-21,2090.31
3952,7914,509,2023-09-12,1564.4
3953,7916,509,2024-01-09,4981.69
3954,7917,509,2024-02-08,4809.77
3955,7918,509,2024-03-10,1433.56
3956,7919,509,2024-06-20,4436.56
3957,7921,510,2023-01-11,2355.7
3958,7922,510,2023-02-05,4979.96
3959,7923,510,2023-03-19,4759.24
3960,7924,510,2023-04-02,1272.74
3961,7925,510,2023-05-04,3000.61
3962,7929,510,2023-09-20,3147.18
3963,7933,510,2024-08-19,4367.63
3964,7935,511,2023-01-14,4393.1
3965,7936,511,2023-02-17,1537.31
3966,7937,511,2023-03-05,3976.74
3967,7938,511,2023-04-05,3806.02
3968,7939,511,2023-05-19,1343.95
3969,7941,511,2023-07-06,1936.85
3970,7942,511,2023-08-09,2935.91
3971,7946,511,2024-03-21,3532.33
3972,7948,511,2024-06-14,3028.51
3973,7949,511,2024-07-20,2577.79
3974,7950,511,2024-09-21,4769.53
3975,7952,512,2023-02-10,569.64
3976,7954,512,2023-04-13,4842.78
3977,7955,512,2023-05-05,4610.52
3978,7956,512,2023-06-09,3992.47
3979,7957,512,2023-07-03,2142.79
3980,7959,512,2023-09-12,2067.47
3981,7967,513,2023-01-18,3066.11
3982,7968,513,2023-02-03,2900.61
3983,7972,513,2023-06-19,2967.37
3984,7974,513,2023-08-20,2852.28
3985,7975,513,2023-09-21,2484.49
3986,7979,513,2024-01-18,2891.49
3987,7981,513,2024-04-09,2466.82
3988,7984,514,2023-02-12,4270.89
3989,7985,514,2023-03-06,3952.18
3990,7987,514,2023-05-08,2386.61
3991,7989,514,2023-07-07,4890.88
3992,7991,514,2023-09-10,2148.01
3993,7994,514,2024-03-09,1833.31
3994,7995,514,2024-05-09,2392.63
3995,7996,514,2024-08-18,2145.67
3996,7997,514,2024-09-16,2212.9
3997,7999,515,2023-02-15,918.95
3998,8000,515,2023-03-20,1171.8
3999,8001,515,2023-04-21,2450.25
4000,8003,515,2023-06-04,3075.56
4001,8009,515,2024-08-07,3951.42
4002,8011,516,2023-01-13,2337.02
4003,8015,516,2023-05-16,1434.05
4004,8020,516,2023-10-04,3683.24
4005,8022,516,2024-01-13,3610.38
4006,8023,516,2024-03-14,3671.27
4007,8024,516,2024-05-19,1398.64
4008,8025,516,2024-06-13,81.63
4009,8026,516,2024-07-05,1574.02
4010,8028,517,2023-02-20,1782.78
4011,8030,517,2023-04-06,2734.89
4012,8031,517,2023-05-21,2532.82
4013,8033,517,2023-07-10,4882.51
4014,8040,517,2024-05-11,1513.86
4015,8041,517,2024-08-10,2130.45
4016,8043,518,2023-01-21,427.66
4017,8044,518,2023-02-19,652.82
4018,8045,518,2023-03-16,3776.75
4019,8047,518,2023-05-09,1580.36
4020,8048,518,2023-06-09,212.07
4021,8050,518,2023-08-02,2201.01
4022,8053,518,2023-12-03,1179.37
4023,8055,518,2024-03-21,2679.6
4024,8057,518,2024-06-18,4220.95
4025,8059,519,2023-01-04,1540.6
4026,8061,519,2023-03-03,825.06
4027,8063,519,2023-05-11,2512.65
4028,8064,519,2023-06-15,4273.12
4029,8065,519,2023-07-12,4981.7
4030,8066,519,2023-08-06,3251.49
4031,8068,519,2023-10-16,3647.51
4032,8071,519,2024-08-07,1865.15
4033,8072,520,2023-01-16,3107.78
4034,8073,520,2023-02-20,4050.38
4035,8076,520,2023-05-09,4322.12
4036,8080,520,2023-09-10,3633.68
4037,8082,520,2023-11-20,4272.74
4038,8087,520,2024-04-05,3588.89
4039,8088,520,2024-05-16,1524.68
4040,8089,521,2023-01-18,3802.37
4041,8090,521,2023-02-20,1708.62
4042,8093,521,2023-05-06,457.74
4043,8094,521,2023-06-21,2213.83
4044,8095,521,2023-07-18,1820.06
4045,8098,521,2023-10-15,3352.76
4046,8099,521,2023-11-14,1098.13
4047,8100,521,2024-03-10,1580.48
4048,8103,521,2024-08-20,1797.78
4049,8105,522,2023-02-02,4116.43
4050,8106,522,2023-03-09,4746.34
4051,8108,522,2023-05-17,3829.44
4052,8110,522,2023-07-21,1044.02
4053,8118,522,2024-05-12,2240.81
4054,8119,522,2024-06-21,4167.73
4055,8120,523,2023-01-20,2590.82
4056,8122,523,2023-03-15,1525.67
4057,8123,523,2023-04-15,386.72
4058,8128,523,2023-09-05,1160.78
4059,8130,523,2024-02-07,1376.65
4060,8134,523,2024-09-14,4867.61
4061,8135,524,2023-01-16,1862.84
4062,8136,524,2023-02-19,1778.3
4063,8137,524,2023-03-12,1550.38
4064,8139,524,2023-05-20,4379.2
4065,8141,524,2023-07-17,957.42
4066,8142,524,2023-08-14,2040.84
4067,8144,524,2023-10-07,3544.74
4068,8146,524,2024-02-08,3226.35
4069,8147,524,2024-03-19,2398.44
4070,8148,524,2024-05-10,950.95
4071,8149,524,2024-07-21,1373.03
4072,8150,524,2024-08-13,1190.23
4073,8154,525,2023-03-20,1614.2
4074,8155,525,2023-04-08,1418.94
4075,8156,525,2023-05-15,3143.88
4076,8157,525,2023-06-12,999.92
4077,8158,525,2023-07-17,3962.2
4078,8160,525,2023-09-09,4319.28
4079,8162,525,2024-01-16,3183.13
4080,8163,525,2024-03-19,2785.16
4081,8167,525,2024-09-06,1225.78
4082,8169,526,2023-02-07,2789.48
4083,8170,526,2023-03-06,4838.05
4084,8173,526,2023-06-19,2471.53
4085,8174,526,2023-07-16,2376.68
4086,8175,526,2023-08-11,1701.68
4087,8177,526,2023-10-08,675.22
4088,8179,526,2024-05-04,4489.17
4089,8180,526,2024-06-04,1302.88
4090,8181,526,2024-07-20,3857.05
4091,8182,526,2024-09-07,1342.45
4092,8184,527,2023-02-04,3526.58
4093,8185,527,2023-03-09,2452.81
4094,8187,527,2023-05-14,3406.01
4095,8188,527,2023-06-19,2223.07
4096,8191,527,2023-09-13,1661.16
4097,8193,527,2023-11-12,1242.37
4098,8195,527,2024-01-16,4752.28
4099,8196,527,2024-03-02,2323.59
4100,8197,527,2024-07-07,2690.4
4101,8198,527,2024-09-17,3737.52
4102,8199,528,2023-01-09,77.23
4103,8200,528,2023-02-11,485.56
4104,8201,528,2023-03-02,1769.82
4105,8202,528,2023-04-06,627.92
4106,8204,528,2023-06-20,469.0
4107,8207,528,2023-09-14,2488.93
4108,8208,528,2023-10-11,1536.12
4109,8209,528,2023-12-18,3371.18
4110,8212,528,2024-07-20,1373.21
4111,8214,529,2023-01-10,756.26
4112,8215,529,2023-02-08,2517.67
4113,8219,529,2023-06-20,2427.42
4114,8221,529,2023-08-18,1279.26
4115,8223,529,2023-10-15,826.45
4116,8224,529,2023-11-20,968.09
4117,8229,529,2024-06-20,1827.16
4118,8230,529,2024-08-16,2510.17
4119,8231,530,2023-01-21,2324.41
4120,8235,530,2023-05-07,3484.81
4121,8236,530,2023-06-15,4862.79
4122,8238,530,2023-08-09,2038.66
4123,8243,530,2024-03-19,4045.76
4124,8244,530,2024-04-11,2141.63
4125,8245,530,2024-05-08,2088.21
4126,8246,530,2024-06-10,1092.52
4127,8251,531,2023-04-20,940.53
4128,8253,531,2023-06-18,2468.95
4129,8255,531,2023-08-20,2271.52
4130,8256,531,2023-09-17,4264.77
4131,8258,531,2023-11-14,1761.55
4132,8259,531,2024-01-13,464.38
4133,8261,531,2024-06-05,2596.97
4134,8263,531,2024-09-15,1488.83
4135,8265,532,2023-02-03,3196.7
4136,8270,532,2023-07-06,4869.46
4137,8273,532,2023-10-05,3218.59
4138,8274,532,2023-11-10,1622.74
4139,8275,532,2023-12-11,1008.19
4140,8278,532,2024-05-07,3783.46
4141,8279,533,2023-01-10,67.62
4142,8281,533,2023-03-11,498.37
4143,8284,533,2023-06-06,96.7
4144,8289,533,2023-12-11,640.43
4145,8293,533,2024-09-15,1139.64
4146,8294,534,2023-01-13,3679.45
4147,8296,534,2023-03-05,3811.7
4148,8298,534,2023-05-17,1309.39
4149,8299,534,2023-06-15,3045.03
4150,8305,534,2024-01-16,1491.51
4151,8306,534,2024-03-14,3256.17
4152,8308,534,2024-05-11,2093.61
4153,8317,535,2023-06-05,1716.66
4154,8320,535,2023-09-14,929.35
4155,8321,535,2023-10-16,1616.33
4156,8323,535,2023-12-11,3871.51
4157,8325,535,2024-04-18,2255.51
4158,8329,536,2023-03-18,1913.95
4159,8331,536,2023-05-16,226.13
4160,8332,536,2023-06-17,201.18
4161,8334,536,2023-08-09,2695.78
4162,8336,536,2023-10-08,2206.98
4163,8340,536,2024-05-11,3882.92
4164,8341,536,2024-08-10,2477.05
4165,8342,536,2024-09-19,2559.27
4166,8345,537,2023-03-16,1928.81
4167,8348,537,2023-06-06,768.51
4168,8349,537,2023-07-15,2300.1
4169,8354,537,2024-04-18,2951.54
4170,8355,537,2024-05-15,3825.36
4171,8358,538,2023-02-13,4007.73
4172,8359,538,2023-03-19,1259.27
4173,8361,538,2023-05-14,4629.13
4174,8366,538,2023-10-10,3788.65
4175,8367,538,2023-11-05,4518.27
4176,8369,538,2024-05-13,180.6
4177,8370,538,2024-08-08,3661.65
4178,8383,539,2024-01-15,2220.83
4179,8385,539,2024-04-15,3903.74
4180,8387,539,2024-06-15,65.04
4181,8389,540,2023-01-12,992.26
4182,8390,540,2023-02-09,2342.75
4183,8393,540,2023-05-14,1256.15
4184,8394,540,2023-06-07,4197.83
4185,8396,540,2023-08-07,4902.15
4186,8398,540,2023-10-13,3881.29
4187,8399,540,2023-11-18,3634.18
4188,8400,540,2023-12-03,4423.14
4189,8401,540,2024-01-06,3371.19
4190,8403,541,2023-01-15,3021.75
4191,8406,541,2023-04-11,4533.3
4192,8408,541,2023-06-21,1828.1
4193,8411,541,2023-09-03,1755.59
4194,8413,541,2023-11-05,3230.43
4195,8415,541,2024-01-20,1000.23
4196,8419,541,2024-06-21,3087.69
4197,8420,541,2024-08-12,900.22
4198,8421,541,2024-09-04,987.43
4199,8422,542,2023-01-17,643.84
4200,8423,542,2023-02-14,3013.73
4201,8424,542,2023-03-17,3913.15
4202,8425,542,2023-04-21,4708.09
4203,8428,542,2023-07-06,4746.48
4204,8429,542,2023-08-08,3796.8
4205,8432,542,2023-12-09,2146.15
4206,8437,543,2023-04-07,1689.25
4207,8439,543,2023-06-21,4605.67
4208,8440,543,2023-07-07,4445.04
4209,8441,543,2023-08-14,2001.22
4210,8443,543,2023-10-04,4556.38
4211,8447,544,2023-01-14,1032.74
4212,8448,544,2023-02-19,2003.36
4213,8449,544,2023-03-04,1946.29
4214,8459,544,2024-03-18,4473.32
4215,8460,544,2024-08-10,2503.46
4216,8461,544,2024-09-20,4807.37
4217,8462,545,2023-01-08,1662.31
4218,8463,545,2023-02-06,3189.12
4219,8469,545,2023-08-09,4470.3
4220,8471,545,2023-10-20,4887.96
4221,8474,545,2024-06-14,2169.43
4222,8476,546,2023-01-02,905.45
4223,8477,546,2023-02-21,2756.2
4224,8478,546,2023-03-08,4265.63
4225,8480,546,2023-05-05,1961.99
4226,8484,546,2023-09-20,671.31
4227,8485,546,2023-10-17,3177.13
4228,8486,546,2023-11-15,2129.7
4229,8489,546,2024-04-10,1853.97
4230,8490,546,2024-05-17,3104.36
4231,8491,546,2024-07-04,4834.39
4232,8492,546,2024-08-15,1973.73
4233,8493,547,2023-01-12,4678.56
4234,8497,547,2023-05-07,1159.79
4235,8498,547,2023-06-21,2375.33
4236,8499,547,2023-07-19,2190.8
4237,8503,547,2024-01-13,4524.57
4238,8505,547,2024-05-12,3378.82
4239,8507,548,2023-01-18,2689.98
4240,8512,548,2023-06-05,2169.59
4241,8514,548,2023-08-21,2422.96
4242,8516,548,2023-10-19,3409.56
4243,8519,548,2024-06-09,761.14
4244,8520,548,2024-07-05,289.4
4245,8524,549,2023-02-08,2911.47
4246,8525,549,2023-03-05,3057.11
4247,8527,549,2023-05-06,548.27
4248,8528,549,2023-06-14,186.51
4249,8531,549,2023-09-12,3874.03
4250,8533,549,2024-02-12,2664.24
4251,8534,549,2024-05-05,1472.74
4252,8535,549,2024-08-08,818.89
4253,8536,549,2024-09-12,3203.02
4254,8539,550,2023-03-20,380.25
4255,8541,550,2023-05-21,3018.24
4256,8543,550,2023-07-04,1531.4
4257,8545,550,2023-09-09,820.52
4258,8549,550,2024-06-10,168.96
4259,8550,550,2024-08-04,2908.97
4260,8551,550,2024-09-09,1518.35
4261,8553,551,2023-02-16,4544.46
4262,8555,551,2023-04-15,1333.96
4263,8557,551,2023-06-02,764.57
4264,8559,551,2023-08-19,71.81
4265,8564,551,2024-02-16,1431.5
4266,8565,551,2024-08-08,4813.92
4267,8566,552,2023-01-13,2111.43
4268,8571,552,2023-06-21,1729.35
4269,8572,552,2023-07-15,3086.03
4270,8573,552,2023-08-21,2602.17
4271,8574,552,2023-09-07,4913.34
4272,8575,552,2023-10-03,4774.56
4273,8576,552,2024-01-12,1516.81
4274,8581,553,2023-01-04,1321.07
4275,8584,553,2023-04-18,237.18
4276,8585,553,2023-05-04,1575.63
4277,8587,553,2023-07-16,3445.23
4278,8588,553,2023-08-02,4309.24
4279,8590,553,2023-10-10,4050.74
4280,8592,553,2024-02-12,3069.9
4281,8593,553,2024-03-06,4764.53
4282,8595,553,2024-05-03,4624.16
4283,8597,553,2024-08-19,2445.96
4284,8600,554,2023-03-07,3433.82
4285,8603,554,2023-06-06,149.16
4286,8605,554,2023-08-06,3503.61
4287,8610,554,2024-04-04,4292.87
4288,8612,554,2024-06-07,2495.03
4289,8613,554,2024-07-11,593.03
4290,8615,554,2024-09-14,2624.86
4291,8616,555,2023-01-17,201.64
4292,8618,555,2023-03-06,2568.1
4293,8620,555,2023-05-12,3313.36
4294,8621,555,2023-06-14,4963.49
4295,8622,555,2023-07-20,3546.4
4296,8625,555,2023-10-03,662.58
4297,8626,555,2023-12-06,2968.91
4298,8627,555,2024-04-09,2635.85
4299,8629,555,2024-09-09,2647.14
4300,8630,556,2023-01-04,1087.51
4301,8631,556,2023-02-18,3803.49
4302,8633,556,2023-04-07,1020.8
4303,8635,556,2023-06-21,3392.23
4304,8640,556,2024-01-08,3621.48
4305,8641,556,2024-02-13,4736.83
4306,8645,556,2024-07-13,4624.87
4307,8648,557,2023-01-13,2033.75
4308,8652,557,2023-05-05,4391.48
4309,8654,557,2023-07-06,4480.24
4310,8655,557,2023-08-11,2416.85
4311,8656,557,2023-09-21,4131.1
4312,8657,557,2023-10-08,841.55
4313,8660,557,2024-03-12,2174.88
4314,8663,557,2024-07-12,1440.68
4315,8664,557,2024-08-02,2794.21
4316,8666,558,2023-02-10,1624.22
4317,8667,558,2023-03-04,1653.71
4318,8669,558,2023-05-12,1845.24
4319,8670,558,2023-06-14,4945.69
4320,8671,558,2023-07-15,2504.67
4321,8672,558,2023-08-14,880.95
4322,8674,558,2023-10-14,4399.3
4323,8675,558,2023-12-08,1700.69
4324,8676,558,2024-01-14,699.74
4325,8677,558,2024-02-13,1540.83
4326,8679,558,2024-07-05,4130.06
4327,8680,558,2024-09-13,31.86
4328,8682,559,2023-02-21,3291.2
4329,8683,559,2023-03-12,4871.62
4330,8684,559,2023-04-03,780.5
4331,8688,559,2023-08-06,3889.49
4332,8689,559,2023-09-02,4237.55
4333,8690,559,2023-10-20,3757.1
4334,8691,559,2023-11-09,857.83
4335,8692,559,2023-12-05,214.54
4336,8696,559,2024-06-17,1910.0
4337,8698,559,2024-08-10,3145.36
4338,8699,560,2023-01-13,2207.36
4339,8700,560,2023-02-05,4293.16
4340,8701,560,2023-03-17,1158.29
4341,8703,560,2023-05-15,1122.47
4342,8704,560,2023-06-17,1807.73
4343,8705,560,2023-07-04,2972.09
4344,8706,560,2023-08-07,4116.94
4345,8707,560,2023-09-13,4892.44
4346,8708,560,2023-10-07,3380.59
4347,8709,560,2023-11-02,2556.13
4348,8710,560,2024-02-06,236.55
4349,8713,560,2024-07-15,2218.22
4350,8714,560,2024-08-15,638.08
4351,8717,561,2023-02-03,3573.69
4352,8718,561,2023-03-04,4874.37
4353,8719,561,2023-04-16,4974.32
4354,8720,561,2023-05-04,2240.19
4355,8723,561,2023-08-02,2043.95
4356,8724,561,2023-09-10,3262.84
4357,8725,561,2023-10-07,4790.64
4358,8727,561,2024-02-21,3400.68
4359,8728,561,2024-03-10,3753.39
4360,8730,561,2024-06-08,607.03
4361,8734,562,2023-03-14,2142.83
4362,8739,562,2023-08-08,3359.84
4363,8744,562,2024-03-19,3984.99
4364,8747,563,2023-02-06,893.47
4365,8749,563,2023-04-12,2605.43
4366,8751,563,2023-06-13,3638.29
4367,8753,563,2023-08-17,2292.58
4368,8754,563,2023-09-05,4544.78
4369,8755,563,2023-10-19,2218.18
